show_id,type,Tipo,name,Director,Elenco,country,Pais,year,clasificacion,duracion,listed_in,genero,description,Sinopsis,Plataforma
s852,Movie,Película,Disney's The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",United States,Estados Unidos,2000,PG,105 min,"Comedy, Drama, Family","Comedia, Drama, Familia",A man's life is upended when he meets an 8-year-old version of himself.,La vida de un hombre da un vuelco cuando conoce a una versión de sí mismo de 8 años.,Disney plus
s853,TV Show,Programa de televisión,Disney's The Little Mermaid (Series),,"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",United States,Estados Unidos,1992,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía","Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.","Sigue las aventuras de Ariel como sirena que vive bajo el mar con su padre, el rey Tritón.",Disney plus
s854,Movie,Película,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Hamilton Luske,Walt Disney,United States,Estados Unidos,1966,TV-PG,51 min,"Documentary, Family, Variety","Documental, Familia, Variedad",Walt Disney talks about Disneyland in 1966. See details for advisory.,Walt Disney habla sobre Disneylandia en 1966. Consulte los detalles para obtener asesoramiento.,Disney plus
s855,Movie,Película,Disneynature African Cats,Keith Scholey,Samuel Jackson,United States,Estados Unidos,2011,G,90 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",Come face-to-face with the wildly majestic African lions of the savanna.,Enfréntate cara a cara con los salvajemente majestuosos leones africanos de la sabana.,Disney plus
s856,Movie,Película,Disneynature Bears,"Alastair Fothergill, Keith Scholey",John Reilly,United States,Estados Unidos,2014,G,78 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",A mother bear teaches her two impressionable cubs important life lessons.,Una madre osa les enseña a sus dos impresionables cachorros importantes lecciones de vida.,Disney plus
s857,Movie,Película,Disneynature Born in China,Lu Chuan,John Krasinski,"United Kingdom, China, United States","Reino Unido, China, Estados Unidos",2017,G,81 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",Embrace the beauty of China's vast terrain – and the life that inhabits it.,Abrace la belleza del vasto terreno de China y la vida que lo habita.,Disney plus
s858,Movie,Película,Disneynature Chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States","Tanzania, Estados Unidos",2012,G,79 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",Meet a remarkable young chimpanzee who sees his world as his playground.,Conozca a un joven chimpancé extraordinario que ve su mundo como su patio de recreo.,Disney plus
s859,Movie,Película,Disneynature Crimson Wing,"Matthew Aeberhard, Leander Ward",Mariella Frostrup,"United States, United Kingdom","Estados Unidos, Reino Unido",2008,G,78 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",A million flamingos struggle to survive in the remote Tanzanian wilderness.,Un millón de flamencos luchan por sobrevivir en la remota naturaleza de Tanzania.,Disney plus
s860,Movie,Película,Disneynature Monkey Kingdom,Mark Linfield,Tina Fey,United States,Estados Unidos,2015,G,82 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.","Obligada a abandonar su hogar entre ruinas antiguas, una madre mono debe llevar a su hijo a un lugar seguro.",Disney plus
s861,Movie,Película,Disneynature Wings of Life,Louie Schwartzberg,Meryl Streep,"United States, Panama, Mexico","Estados Unidos, Panamá, México",2011,G,81 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia","An intimate look at butterflies, hummingbirds, bees, bats and flowers.","Una mirada íntima a mariposas, colibríes, abejas, murciélagos y flores.",Disney plus
s862,TV Show,Programa de televisión,Dog Whisperer with Cesar Millan,,Cesar Millan,United States,Estados Unidos,2004,TV-G,6 Seasons,"Animals & Nature, Docuseries, Family","Animales y Naturaleza, Docuseries, Familia",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,"César Millán, experto en perros de renombre mundial, ayuda a los perros y a sus dueños a superar los problemas de conducta.",Disney plus
s863,Movie,Película,Don't Look Under the Bed,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,Estados Unidos,1999,TV-PG,93 min,"Coming of Age, Fantasy","Mayoría de edad, Fantasía",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,La adolescente Frances McCausland es incriminada por las traviesas bromas del Boogeyman.,Disney plus
s864,Movie,Película,Donald's Golf Game,Jack King,,United States,Estados Unidos,1938,TV-G,8 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Donald tries to impress his nephews at golfing. See details for advisory.,Donald intenta impresionar a sus sobrinos jugando al golf. Ver detalles para asesoramiento.,Disney plus
s865,Movie,Película,Donald's Tire Trouble,Dick Lundy,,United States,Estados Unidos,1943,TV-G,8 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,Donald se siente frustrado en sus intentos de arreglar una llanta pinchada. Ver detalles para asesoramiento.,Disney plus
s866,Movie,Película,Double Teamed,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",United States,Estados Unidos,2002,TV-G,93 min,"Biographical, Sports","Biográfico, Deportes",The WNBA's Burge twins inspire this film about sisterhood and teamwork.,Las gemelas Burge de la WNBA inspiran esta película sobre la hermandad y el trabajo en equipo.,Disney plus
s867,Movie,Película,Doug's 1st Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,Estados Unidos,1999,G,80 min,"Animation, Comedy, Family","Animación, Comedia, Familia","Doug and his friends discover the ""monster"" of Lucky Duck Lake.","Doug y sus amigos descubren el ""monstruo"" de Lucky Duck Lake.",Disney plus
s868,TV Show,Programa de televisión,"Dr. T, Lone Star Vet",,Dr. Lauren Thielen,United States,Estados Unidos,2019,TV-PG,1 Season,"Docuseries, Family, Medical","Docuseries, Familia, Médico","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.","Dr. T, Lone Star Vet sigue a la Dra. T mientras enfrenta los casos más convincentes de su carrera.",Disney plus
s869,Movie,Película,DuckTales The Movie: Treasure of the Lost Lamp,Bob Hathcock,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray","France, United States","Francia, Estados Unidos",1990,G,75 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Scrooge and his nephews search for the long-lost loot of Collie Baba.,Scrooge y sus sobrinos buscan el botín perdido de Collie Baba.,Disney plus
s870,Movie,Película,Dug's Special Mission,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",United States,Estados Unidos,2009,TV-PG,6 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Dug finds where he belongs is not where he's been looking.,Dug descubre que el lugar al que pertenece no es el lugar donde ha estado buscando.,Disney plus
s871,Movie,Película,Dumbo,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada","Estados Unidos, Reino Unido, Australia, Canadá",2019,PG,117 min,"Action-Adventure, Family, Fantasy","Acción-Aventura, Familia, Fantasía",A flying elephant helps show that differences and family can be cherished.,Un elefante volador ayuda a demostrar que se pueden apreciar las diferencias y la familia.,Disney plus
s872,Movie,Película,Early to Bed,Jack Kinney,,United States,Estados Unidos,1941,TV-G,9 min,"Animation, Comedy, Family","Animación, Comedia, Familia",A ticking alarm clock keeps Donald awake. See details for advisory.,Un despertador mantiene a Donald despierto. Ver detalles para asesoramiento.,Disney plus
s873,Movie,Película,Earth Live,Glenn Weiss,"Jane Lynch, Phil Keoghan, Chris Packham",United States,Estados Unidos,2017,TV-PG,94 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia","Earth Live gives viewers a unique, live view of wildlife around the world.",Earth Live ofrece a los espectadores una vista única y en vivo de la vida silvestre en todo el mundo.,Disney plus
s874,Movie,Película,Easter Island Unsolved,Geoff Luck,Peter Demeo,United States,Estados Unidos,2018,TV-14,45 min,"Documentary, Historical","Documental, Histórico","Easter Island is a riddle, and its mysterious past may hold clues to its future.",La Isla de Pascua es un enigma y su misterioso pasado puede contener pistas sobre su futuro.,Disney plus
s875,Movie,Película,Eddie's Million Dollar Cook-off,Paul Hoen,"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon",United States,Estados Unidos,2003,TV-G,86 min,"Comedy, Coming of Age, Sports","Comedia, Mayoría de edad, Deportes",A baseball prodigy swings for the culinary fences in a cooking competition.,Un prodigio del béisbol se lanza hacia las vallas culinarias en una competencia de cocina.,Disney plus
s876,Movie,Película,Eight Below,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",United States,Estados Unidos,2006,PG,122 min,"Action-Adventure, Animals & Nature, Drama","Acción-Aventura, Animales y Naturaleza, Drama",An Antarctic storm threatens eight sled dogs alone in the wilderness.,Una tormenta antártica amenaza a ocho perros de trineo solos en el desierto.,Disney plus
s877,TV Show,Programa de televisión,Elena of Avalor (Shorts),,"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert",,,2017,TV-Y,2 Seasons,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía",Elena travels to Vallestrella and trains with Zuzo!,¡Elena viaja a Vallestrella y entrena con Zuzo!,Disney plus
s878,Movie,Película,Emil and the Detectives,Peter Tewksbury,"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner",United States,Estados Unidos,1964,TV-PG,98 min,"Action-Adventure, Crime, Family","Acción-aventura, Crimen, Familia","When a young boy's money is stolen, the search is on for the thief.","Cuando le roban el dinero a un niño, comienza la búsqueda del ladrón.",Disney plus
s879,Movie,Película,Empire of Dreams: The Story of the Star Wars Trilogy,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",United States,Estados Unidos,2004,TV-14,151 min,Documentary,Documental,"Explore the creation of Star Wars, a saga few thought could ever be made.","Explora la creación de Star Wars, una saga que pocos pensaron que podría realizarse.",Disney plus
s880,TV Show,Programa de televisión,Encore!,,"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz",United States,Estados Unidos,2019,TV-14,1 Season,"Music, Reality","Música, Realidad",Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.,Kristen Bell reúne a antiguos compañeros de secundaria para volver a montar musicales que realizaron en el pasado.,Disney plus
s881,Movie,Película,Escape to Witch Mountain,John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes",United States,Estados Unidos,1975,G,98 min,"Action-Adventure, Family, Fantasy","Acción-Aventura, Familia, Fantasía",Two orphans with supernatural powers discover their mysterious past.,Dos huérfanos con poderes sobrenaturales descubren su misterioso pasado.,Disney plus
s882,TV Show,Programa de televisión,Even Stevens,,"Shia LaBeouf, Christy Romano, Nick Spano, Tom Virtue, Donna Pescow",United States,Estados Unidos,2000,TV-PG,3 Seasons,"Comedy, Coming of Age, Kids","Comedia, Mayoría de edad, Infantil","Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family.","Louis, un inadaptado de séptimo grado, lucha por encajar en la escuela y en su familia aparentemente perfecta.",Disney plus
s883,Movie,Película,Expedition Mars: Spirit & Opportunity,Mark Davis,Bray Poor,United States,Estados Unidos,2019,TV-PG,88 min,Documentary,Documental,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.","Expedition Mars explora las aventuras épicas de los rovers de Marte, Spirit y Opportunity.",Disney plus
s884,Movie,Película,Fantasia,"Samuel Armstrong, James Algar, Bill Roberts","Deems Taylor, Walt Disney, Leopold Stokowski",United States,Estados Unidos,1940,G,126 min,"Animation, Family, Fantasy","Animación, Familia, Fantasía",Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.,La obra maestra atemporal de Walt Disney es un espectáculo de vista y sonido. Ver detalles para asesoramiento.,Disney plus
s885,Movie,Película,Fantasia 2000,"Pixote Hunt, Hendel Butoy, Eric Goldberg","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",United States,Estados Unidos,2000,G,76 min,"Animation, Family, Fantasy","Animación, Familia, Fantasía",A modern update of the Disney classic with new music and animation.,Una actualización moderna del clásico de Disney con nueva música y animación.,Disney plus
s886,TV Show,Programa de televisión,Fantastic Four (Series),,"Beau Weaver, Lori Alan, Chuck McCann, Brian Green, Stan Lee, Pauline Lomas",United States,Estados Unidos,1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil","Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four.","Reed Richards, Sue y Johnny Storm y el piloto Ben Grimm se transforman en los Cuatro Fantásticos.",Disney plus
s887,TV Show,Programa de televisión,Fantastic Four: World's Greatest Heroes,,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",United States,Estados Unidos,2007,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil","Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes.","Mira al Sr. Fantástico, la Mujer Invisible, la Antorcha Humana y la Cosa mientras luchan contra sus mayores enemigos.",Disney plus
s888,Movie,Película,Ferdinand the Bull,Dick Rickard,,United States,Estados Unidos,1938,TV-G,8 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Ferdinand only wants to stop and smell the flowers. See details for advisory.,Fernando sólo quiere detenerse y oler las flores. Ver detalles para asesoramiento.,Disney plus
s889,Movie,Película,Finding Dory,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell",United States,Estados Unidos,2016,PG,98 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Dory sets off on a life-changing adventure to find her family.,Dory emprende una aventura que le cambiará la vida para encontrar a su familia.,Disney plus
s890,Movie,Película,Finding Nemo,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney","United States, Australia","Estados Unidos, Australia",2003,G,103 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Marlin makes an epic journey to bring Nemo home when he's taken by divers.,Marlin hace un viaje épico para traer a Nemo a casa cuando los buzos se lo llevan.,Disney plus
s891,Movie,Película,First Kid,David Evans,"Sinbad , Robert Guillaume, Timothy Busfield, Brock Pierce, James Naughton, Art Fleur",United States,Estados Unidos,1996,PG,102 min,"Buddy, Comedy, Coming of Age","Amigo, Comedia, Mayoría de edad",A wisecracking Secret Service agent is assigned to the President's son.,Un agente del Servicio Secreto bromista es asignado al hijo del presidente.,Disney plus
s892,Movie,Película,Flight of the Navigator,Randal Kleiser,"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Parker, Matt Adler, Howard Hesseman",United States,Estados Unidos,1986,PG,90 min,"Action-Adventure, Science Fiction","Acción-aventura, Ciencia ficción",A boy mysteriously gains knowledge of the farthest reaches of the universe.,Un niño adquiere misteriosamente conocimientos sobre los confines más lejanos del universo.,Disney plus
s893,Movie,Película,Float,Bobby Rubio,"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo",United States,Estados Unidos,2019,PG,10 min,"Animation, Family, Fantasy","Animación, Familia, Fantasía","A father hides his unusual son, and then must face the consequences.",Un padre esconde a su inusual hijo y luego debe afrontar las consecuencias.,Disney plus
s894,Movie,Película,Flowers and Trees,Burt Gillett,,United States,Estados Unidos,1932,TV-Y7,8 min,"Animation, Family, Kids","Animación, Familia, Niños","It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory.","Es primavera y las flores, las setas y los árboles cobran vida. Ver detalles para asesoramiento.",Disney plus
s895,Movie,Película,Flubber,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",United States,Estados Unidos,1997,PG,96 min,"Comedy, Family, Science Fiction","Comedia, Familia, Ciencia ficción",Phillip hopes his super-bouncy goo will save his college and his wedding.,Phillip espera que su sustancia súper saltarina salve su universidad y su boda.,Disney plus
s896,Movie,Película,Food for Feudin',Charles Nichols,,United States,Estados Unidos,1950,TV-G,7 min,"Animation, Comedy, Family","Animación, Comedia, Familia",The chipmunks and Pluto battle over a supply of nuts. See details for advisory.,Las ardillas listadas y Plutón pelean por un suministro de nueces. Ver detalles para asesoramiento.,Disney plus
s897,Movie,Película,For the Birds,Ralph Eggleston,,United States,Estados Unidos,2001,G,4 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Small birds mock a big bird who tries to sit with them,Los pájaros pequeños se burlan de un pájaro grande que intenta sentarse con ellos.,Disney plus
s898,Movie,Película,Forky Asks a Question: What is Money?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,Estados Unidos,2019,TV-G,6 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Hamm attempts to give Forky a lesson on how the US monetary system works.,Hamm intenta darle a Forky una lección sobre cómo funciona el sistema monetario estadounidense.,Disney plus
s899,Movie,Película,Frank and Ollie,Theodore Thomas,"Frank Thomas, Ollie Johnston, Sylvia Roemer, John Canemaker, John Culhane, Marie Johnston",United States,Estados Unidos,1995,PG,89 min,"Biographical, Documentary","Biográfico, Documental",Share the story of famed Disney animators Frank Thomas and Ollie Johnston.,Comparte la historia de los famosos animadores de Disney Frank Thomas y Ollie Johnston.,Disney plus
s900,Movie,Película,Frankenweenie (Short),Tim Burton,"Shelley Duvall, Daniel Stern, Barret Oliver",United States,Estados Unidos,1984,PG,27 min,"Drama, Parody, Science Fiction","Drama, Parodia, Ciencia ficción",Victor harnesses the power of science to bring his dog Sparky back to life.,Victor aprovecha el poder de la ciencia para devolverle la vida a su perro Sparky.,Disney plus
s901,Movie,Película,Freaky Friday,Mark Waters,"Jamie Curtis, Lindsay Lohan, Harold Gould, Chad Murray, Stephen Tobolowsky, Christina Vidal",United States,Estados Unidos,2003,PG,98 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",A mother and daughter see things a bit differently when they switch bodies.,Una madre y una hija ven las cosas de manera un poco diferente cuando cambian de cuerpo.,Disney plus
s902,Movie,Película,Free Solo,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",United States,Estados Unidos,2018,TV-PG,101 min,"Action-Adventure, Documentary, Sports","Acción-Aventura, Documental, Deportes",Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope.,El escalador solitario Alex Honnold se prepara para escalar El Capitán en Yosemite sin cuerda.,Disney plus
s903,Movie,Película,Frenemies,Daisy Mayer,"Zendaya , Bella Thorne, Mary Mouser, Nick Robinson, Stefanie Scott, Connor Price",United States,Estados Unidos,2012,TV-G,88 min,"Anthology, Comedy, Coming of Age","Antología, Comedia, Mayoría de edad",Three very different sets of friends experience growing pains.,Tres grupos de amigos muy diferentes experimentan dolores de crecimiento.,Disney plus
s904,Movie,Película,Frozen,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk",United States,Estados Unidos,2013,PG,105 min,"Animation, Family, Fantasy","Animación, Familia, Fantasía","Anna and Kristoff brave the elements, racing to save Elsa and the kingdom.",Anna y Kristoff desafían los elementos y corren para salvar a Elsa y el reino.,Disney plus
s905,Movie,Película,Full-Court Miracle,Stuart Gillard,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",United States,Estados Unidos,2003,TV-G,95 min,"Coming of Age, Drama, Sports","Mayoría de edad, Drama, Deportes",A former college star is convinced to coach a winless basketball team.,Una ex estrella universitaria está convencida de entrenar a un equipo de baloncesto que no ha ganado.,Disney plus
s906,Movie,Película,Fun and Fancy Free,"Jack Kinney, W. Roberts, Hamilton Luske","Edgar Bergen, Dinah Shore, Luana Patten, Clarence Nash, Mickey Mouse, Cliff Edwards",United States,Estados Unidos,1947,G,74 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia","Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket.","Dos largometrajes clásicos protagonizados por Mickey, Donald, Goofy y Pepito Grillo.",Disney plus
s907,Movie,Película,Fuzzbucket,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",United States,Estados Unidos,1986,TV-G,46 min,"Buddy, Comedy, Coming of Age","Amigo, Comedia, Mayoría de edad",An invisible creature helps Mikey cope with junior high and family drama.,Una criatura invisible ayuda a Mikey a afrontar el drama familiar y la secundaria.,Disney plus
s908,TV Show,Programa de televisión,Gargoyles,,"Thom Hernandez, Edward Asner, Jeff Bennett, Keith David, Bill Fagerbakke, Jonathan Frakes",United States,Estados Unidos,1994,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía","In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle.","En Escocia, 994 d.C. Goliat y su clan de gárgolas defienden un castillo medieval.",Disney plus
s909,Movie,Película,Geek Charming,Jeffrey Hornaday,"Sarah Hyland, Matt Prokop, Sasha Pieterse, Jordan Nichols, Vanessa Morgan, Lili Simmons",United States,Estados Unidos,2011,TV-G,99 min,"Comedy, Coming of Age, Drama","Comedia, Mayoría de edad, Drama",Popular Dylan wants film geek Josh to help her be crowned Blossom Queen.,La popular Dylan quiere que el experto en cine Josh la ayude a ser coronada Blossom Queen.,Disney plus
s910,Movie,Película,Genius,Rod Daniel,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",United States,Estados Unidos,1999,TV-G,86 min,"Comedy, Coming of Age","Comedia, Mayoría de edad",A teen genius juggles the roles of college student and junior high bad boy.,Un genio adolescente hace malabarismos con los roles de estudiante universitario y chico malo de secundaria.,Disney plus
s911,Movie,Película,George & A.J.,Josh Cooley,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",United States,Estados Unidos,2009,TV-G,4 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Two nurses try to escort seniors to the nursing home.,Dos enfermeras intentan acompañar a las personas mayores al asilo de ancianos.,Disney plus
s912,Movie,Película,Geri's Game,Jan Pinkava,Bob Peterson,United States,Estados Unidos,1997,G,5 min,"Animation, Family, Kids","Animación, Familia, Niños",Geri plays a daylong game of chess against himself.,Geri juega una partida de ajedrez contra sí mismo durante todo el día.,Disney plus
s913,Movie,Película,Get a Clue,Maggie Greenwald,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",United States,Estados Unidos,2002,TV-G,84 min,"Drama, Mystery","Drama, Misterio",A teenage gossip columnist takes on the case of her missing teacher.,Una columnista de chismes adolescente se ocupa del caso de su profesor desaparecido.,Disney plus
s914,Movie,Película,Giants of the Deep Blue,Ken Corben,Bill Graves,,,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",Go beneath the surface of the sea for an extraordinary look at whales and dolphins.,Sumérgete bajo la superficie del mar para disfrutar de una visión extraordinaria de las ballenas y los delfines.,Disney plus
s915,TV Show,Programa de televisión,Girl Meets World,,"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer, August Maturo, Danielle Fishel",United States,Estados Unidos,2013,TV-G,3 Seasons,"Comedy, Coming of Age, Family","Comedia, Mayoría de edad, Familia",Riley and Maya traverse the twists of teenage years.,Riley y Maya atraviesan los giros de la adolescencia.,Disney plus
s916,Movie,Película,Go Figure,Francine McDougall,"Jordan Hinson, Whitney Sloan, Cristine Rose",United States,Estados Unidos,2005,TV-G,89 min,"Coming of Age, Sports","Mayoría de edad, Deportes",A girl must embrace hockey if she wants to become a champion ice skater.,Una niña debe abrazar el hockey si quiere convertirse en campeona de patinaje sobre hielo.,Disney plus
s917,Movie,Película,Going to the Mat,Stuart Gillard,"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer",United States,Estados Unidos,2004,TV-G,92 min,"Coming of Age, Sports","Mayoría de edad, Deportes","At a new school, Jace overcomes his blindness through a love of wrestling.","En una nueva escuela, Jace supera su ceguera gracias al amor por la lucha libre.",Disney plus
s918,TV Show,Programa de televisión,Good Luck Charlie,,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Eric Kramer, Jason Dolley",United States,Estados Unidos,2009,TV-G,4 Seasons,"Comedy, Coming of Age, Family","Comedia, Mayoría de edad, Familia",The Duncans are a typical family whose lives are turned topsy-turvy with the arrival of Charlie,Los Duncan son una típica familia cuyas vidas dan un vuelco con la llegada de Charlie.,Disney plus
s919,Movie,Película,"Good Luck Charlie, It's Christmas!",Arlene Sanford,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Debra Monk, Michael Kagan",United States,Estados Unidos,2011,TV-G,82 min,"Comedy, Coming of Age, Family","Comedia, Mayoría de edad, Familia",The Duncans need a miracle of their own to reunite in time for Christmas.,Los Duncan necesitan su propio milagro para reunirse a tiempo para Navidad.,Disney plus
s920,TV Show,Programa de televisión,Goof Troop,,"Nancy Cartwright, Jim Cummings, Dana Hill, Rob Paulson, Corey Burton, Bill Farmer",United States,Estados Unidos,1992,TV-Y7,1 Season,"Animation, Comedy, Kids","Animación, Comedia, Infantil","Goofy is a single father raising his son, Max in Spoonerville.",Goofy es un padre soltero que cría a su hijo Max en Spoonerville.,Disney plus
s921,Movie,Película,Gotta Kick it Up,Ramon Menendez,"Camille Guaty, America Ferrera, Jhoanna Flores, Suilma Rodriguez, Sabrina Wiener, Miguel Sandoval",United States,Estados Unidos,2002,TV-G,85 min,"Coming of Age, Dance, Drama","Mayoría de edad, Danza, Drama",A new coach and her middle school dance team surprise all their doubters.,Una nueva entrenadora y el equipo de baile de su escuela secundaria sorprenden a todos los que dudan.,Disney plus
s922,Movie,Película,Grand Canyonscope,C. Nichols,,United States,Estados Unidos,1954,TV-G,7 min,"Animation, Comedy, Family","Animación, Comedia, Familia",A park ranger has to keep Donald in check at the Grand Canyon. See details for advisory.,Un guardaparque tiene que mantener a Donald bajo control en el Gran Cañón. Ver detalles para asesoramiento.,Disney plus
s923,Movie,Película,Grasshopper and the Ants,Wilfred Jackson,,United States,Estados Unidos,1934,TV-G,8 min,"Animation, Family, Music","Animación, Familia, Música",A grasshopper learns a lesson about hard work. See details for advisory.,Un saltamontes aprende una lección sobre el trabajo duro. Ver detalles para asesoramiento.,Disney plus
s924,TV Show,Programa de televisión,Great Migrations,,Alec Baldwin,United States,Estados Unidos,2010,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival","Animales y Naturaleza, Docuseries, Supervivencia",An intimate and unprecedented view of animal migrations across the globe.,Una visión íntima y sin precedentes de las migraciones animales en todo el mundo.,Disney plus
s925,Movie,Película,Greyfriars Bobby,Don Chaffey,"Donald Crisp, Laurence Naismith, Alex Mackenzie, Duncan Macrae, Andrew Cruickshank, Gordon Jackson",United States,Estados Unidos,1961,TV-G,91 min,"Animals & Nature, Drama, Family","Animales y naturaleza, Drama, Familia",The story of friendship forged between a shepherd and his devoted dog.,La historia de amistad forjada entre un pastor y su devoto perro.,Disney plus
