show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s1333,Película,Movie,Infamous,Infame,#VALUE!,,2020,,100 minutos,100 min,"Crimen, Drama, Suspense","Crime, Drama, Thriller",A reckless woman and her new boyfriend become social media sensations when she streams their cross-country robberies online.,Una mujer imprudente y su nuevo novio se convierten en sensación en las redes sociales cuando ella transmite en línea sus robos a través del país.,Hulu
s1334,Película,Movie,Entre Nos Presents: Shayla Rivera: It's Not Rocket Science,Entre Nos Presenta: Shayla Rivera: No es ciencia espacial,#VALUE!,,2020,TV-14,#VALUE!,,"Comedia, Latino, Noticias","Comedy, Latino, News",The hilarious Shayla Rivera hits the stage in a comedy special all her own. Premieres October 9,La divertidísima Shayla Rivera sube al escenario en un especial de comedia propio. Estreno 9 de octubre,Hulu
s1335,Película,Movie,High Fidelity,Alta fidelidad,#VALUE!,,2000,R,114 minutos,114 min,"Comedia, Romance","Comedy, Romance",A record store owner reexamines his love life after he's dumped.,El dueño de una tienda de discos reexamina su vida amorosa después de haber sido abandonado.,Hulu
s1336,Película,Movie,Surrogates,sustitutos,#VALUE!,,2009,PG-13,89 minutos,89 min,"Acción, Aventura, Ciencia ficción","Action, Adventure, Science Fiction","In a world where humans stay at home and send out their better-looking surrogate robots, a cop must leave his house to investigate a murder that threatens to bring the entire system crashing down! A slick sci-fi actioner.","En un mundo donde los humanos se quedan en casa y envían sus robots sustitutos más atractivos, un policía debe salir de su casa para investigar un asesinato que amenaza con derrumbar todo el sistema. Un ingenioso actor de ciencia ficción.",Hulu
s1337,Película,Movie,Terminator: Dark Fate,Terminator: Destino Oscuro,#VALUE!,,2019,R,128 minutos,128 min,"Acción, Ciencia ficción","Action, Science Fiction","In Mexico City, a newly modified liquid Terminator – the Rev-9 model – arrives from the future to kill a young factory worker named Dani Ramos. Also sent back in time is Grace, a hybrid cyborg human who must protect Ramos from the seemingly indestructible robotic assassin. But the two women soon find some much-needed help from a pair of unexpected allies – seasoned warrior Sarah Connor and the T-800 Terminator.","En la Ciudad de México, un Terminator líquido recién modificado, el modelo Rev-9, llega del futuro para matar a un joven trabajador de una fábrica llamado Dani Ramos. También es enviada al pasado Grace, una cyborg humana híbrida que debe proteger a Ramos del asesino robótico aparentemente indestructible. Pero las dos mujeres pronto encuentran la ayuda que tanto necesitan de un par de aliados inesperados: la guerrera experimentada Sarah Connor y el Terminator T-800.",Hulu
s1338,Película,Movie,Books of Blood,Libros de sangre,#VALUE!,,2020,TV-MA,107 minutos,107 min,"Drama, Terror, Misterio","Drama, Horror, Mystery",A journey into uncharted territory through three tales tangled in space and time.,Un viaje a territorios inexplorados a través de tres cuentos enredados en el espacio y el tiempo.,Hulu
s1339,programa de televisión,TV Show,Black-ish,Negruzco,Estados Unidos,United States,2014,TV-PG,7 estaciones,7 Seasons,"Historias negras, Comedia, Familia","Black Stories, Comedy, Family","Andre 'Dre' Johnson has a great job, a beautiful wife, Rainbow, five kids, and a colonial home in the 'burbs. But has success brought too much assimilation for this black family?","Andre 'Dre' Johnson tiene un gran trabajo, una hermosa esposa, Rainbow, cinco hijos y una casa colonial en los suburbios. ¿Pero el éxito ha traído demasiada asimilación para esta familia negra?",Hulu
s1340,Película,Movie,Colossal,Colosal,"Canadá, Estados Unidos, España, Corea del Sur","Canada, United States, Spain, South Korea",2016,R,109 minutos,109 min,"Comedia, Ciencia ficción","Comedy, Science Fiction","Gloria is an out-of-work party girl forced to leave her life in New York City, and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.","Gloria es una fiestera desempleada que se ve obligada a dejar su vida en la ciudad de Nueva York y regresar a casa. Cuando surgen informes de que una criatura gigante está destruyendo Seúl, gradualmente se da cuenta de que de alguna manera está conectada con este fenómeno.",Hulu
s1341,programa de televisión,TV Show,Dragon Ball Super,Dragon Ball Súper,#VALUE!,,2015,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","After defeating Majin Buu, life is peaceful once again. Ordered by Chi-chi to earn money, Goku works even as he wants to train even more. Meanwhile, Goten, about to become a brother-in-law to Videl, sets out on a journey with Trunks to find her a present.","Después de derrotar a Majin Buu, la vida vuelve a ser pacífica. Con la orden de Chi-chi de ganar dinero, Goku trabaja incluso cuando quiere entrenar aún más. Mientras tanto, Goten, a punto de convertirse en cuñado de Videl, emprende un viaje con Trunks para encontrarle un regalo.",Hulu
s1342,programa de televisión,TV Show,The Comedy Store,La tienda de comedia,Estados Unidos,United States,2020,TV-MA,1 temporada,1 Season,"Comedia, Documentales, Stand Up","Comedy, Documentaries, Stand Up","This documentary series brings to life the legends, heartbreak and history created at The Comedy Store, which over the past 47 years has launched the careers of a breathtaking array of stars. As a Comedy Store alum, former stand-up comic Binder spotlights one of pop culture's great laboratories with never-before-seen footage and incisive, emotional interviews with some of the biggest names in comedy.","Esta serie documental da vida a las leyendas, la angustia y la historia creadas en The Comedy Store, que durante los últimos 47 años ha lanzado las carreras de una impresionante variedad de estrellas. Como alumno de Comedy Store, el ex comediante Binder destaca uno de los grandes laboratorios de la cultura pop con imágenes nunca antes vistas y entrevistas incisivas y emotivas con algunos de los nombres más importantes de la comedia.",Hulu
s1343,Película,Movie,Dragon Quest: The Adventure of Dai,Dragon Quest: La aventura de Dai,Japón,Japan,2020,1 Season,#VALUE!,,animado,Anime,"The world that was once afflicted by Hadlar, the Dark Lord, has regained peace in the hands of a swordsman called the “hero” and his companions. As time passed, Delmurin Island, an isolated island in the South Sea became a place where monsters released from the Dark Lord lived. Dai, who is the only human on the island and longs to be a hero, lives in peace with the monsters. However, that life completely changes with the resurrection of the Dark Lord Hadlar. With promises from teachers, encounters with friends, and a destiny that cannot be escaped... In order to save the world, the adventure of Dai and his quest to be a hero, begins!","El mundo que una vez estuvo afligido por Hadlar, el Señor Oscuro, ha recuperado la paz en manos de un espadachín llamado el ""héroe"" y sus compañeros. Con el paso del tiempo, la isla Delmurin, una isla aislada en el Mar del Sur, se convirtió en un lugar donde vivían los monstruos liberados del Señor Oscuro. Dai, que es el único humano en la isla y anhela ser un héroe, vive en paz con los monstruos. Sin embargo, esa vida cambia por completo con la resurrección del Señor Oscuro Hadlar. Con promesas de profesores, encuentros con amigos y un destino del que no se puede escapar... ¡Para salvar el mundo, comienza la aventura de Dai y su búsqueda para convertirse en un héroe!",Hulu
s1344,programa de televisión,TV Show,Let's Be Real,Seamos realistas,#VALUE!,,2020,TV-14,1 temporada,1 Season,Comedia,Comedy,"Satirical puppet series covering politics and pop culture by using topical sketches, celebrity cameos and remote pieces.","Serie satírica de títeres que cubre la política y la cultura pop mediante el uso de sketches de actualidad, cameos de celebridades y piezas remotas.",Hulu
s1345,Película,Movie,Monsterland,tierra de monstruos,Estados Unidos,United States,2020,1 Season,#VALUE!,,Horror,Horror,"Encounters with mermaids, fallen angels, and other strange beasts drive broken people to desperate acts in Monsterland, an anthology series based on the collection of stories from Nathan Ballingrud’s North American Lake Monsters.","Los encuentros con sirenas, ángeles caídos y otras bestias extrañas llevan a personas destrozadas a actos desesperados en Monsterland, una serie de antología basada en la colección de historias de North American Lake Monsters de Nathan Ballingrud.",Hulu
s1346,programa de televisión,TV Show,UFC Fight Island: Declassified,Isla de lucha de UFC: desclasificado,#VALUE!,,2020,,1 temporada,1 Season,"Documentales, Deportes","Documentaries, Sports",This four-part docuseries chronicles the UFC’s struggle to produce a major sports event in the midst of a global pandemic.,Esta serie documental de cuatro partes narra la lucha de UFC por producir un evento deportivo importante en medio de una pandemia global.,Hulu
s1347,programa de televisión,TV Show,90 Day Fiancé,Prometido de 90 días,Estados Unidos,United States,2014,TV-14,7 estaciones,7 Seasons,"Documentales, Realidad, Romance","Documentaries, Reality, Romance","Is three months enough time to decide your future? With a fiancé visa, the sponsor and his or her fiancé must wed within 90 days of their arrival in the U.S. The international fiancés will have to get to know their potential spouses and American culture fast, and then decide whether or not to get married.","¿Tres meses son tiempo suficiente para decidir tu futuro? Con una visa de prometido, el patrocinador y su prometido deben casarse dentro de los 90 días de su llegada a los EE. UU. Los prometidos internacionales tendrán que conocer rápidamente a sus posibles cónyuges y la cultura estadounidense, y luego decidir si se casan o no.",Hulu
s1348,programa de televisión,TV Show,90 Day Fiancé: Before the 90 Days,Prometido de 90 días: antes de los 90 días,#VALUE!,,2017,TV-14,4 estaciones,4 Seasons,"Documentales, Internacional, Realidad","Documentaries, International, Reality","90 Day Fiance: Before the 90 Days features Americans who believe they've found their soul mate online and are traveling to a different country to meet them for the very first time. During the trip, the American will get to know a practical stranger, uncovering truths and secrets that they never expected.","Prometido de 90 días: Antes de los 90 días presenta a estadounidenses que creen que han encontrado a su alma gemela en línea y viajan a un país diferente para conocerlos por primera vez. Durante el viaje, el estadounidense conocerá a un práctico desconocido, descubriendo verdades y secretos que nunca esperaron.",Hulu
s1349,Película,Movie,Across the Line,Al otro lado de la línea,#VALUE!,,2015,TV-MA,87 minutos,87 min,"Historias negras, Drama","Black Stories, Drama","Mattie is a top ice hockey player tipped to be selected by one of the top teams in the National Hockey League, but his plans are jeopardized by his hustling brother and the corrosive racial tension at his high school.","Mattie es un destacado jugador de hockey sobre hielo que se perfila para ser seleccionado por uno de los mejores equipos de la Liga Nacional de Hockey, pero sus planes se ven amenazados por su hermano apresurado y la corrosiva tensión racial en su escuela secundaria.",Hulu
s1350,programa de televisión,TV Show,Bizarre Foods With Andrew Zimmern,Alimentos extraños con Andrew Zimmern,Estados Unidos,United States,2006,TV-PG,5 estaciones,5 Seasons,"Cocina y comida, familia, estilo de vida y cultura","Cooking & Food, Family, Lifestyle & Culture","Andrew Zimmern is on a quest to find the world's most unique tastes on Bizarre Foods. As a chef and foodie, Andrew knows that one man's poison is another man's delicacy, but he isn't afraid to poke a little fun at the local fare or himself.","Andrew Zimmern está en una búsqueda para encontrar los sabores más singulares del mundo en Bizarre Foods. Como chef y amante de la gastronomía, Andrew sabe que el veneno de un hombre es el manjar de otro, pero no tiene miedo de burlarse un poco de la comida local o de sí mismo.",Hulu
s1351,Película,Movie,Blade: Trinity,Hoja: Trinidad,Estados Unidos,United States,2004,R,108 minutos,108 min,"Acción, Aventura","Action, Adventure","Deep in a remote desert, vampire leaders are resurrecting Dracula, the horrific creature who spawned their race. Now known as Drake, this awesome vampire has unique powers that allow him to exist in daylight.","En lo profundo de un desierto remoto, los líderes vampiros están resucitando a Drácula, la horrible criatura que engendró su raza. Ahora conocido como Drake, este asombroso vampiro tiene poderes únicos que le permiten existir a la luz del día.",Hulu
s1352,Película,Movie,Boonie Bears: The Big Shrink,Los osos Boonie: el gran psiquiatra,#VALUE!,,2018,,90 minutos,90 min,"Comedia, Infantil","Comedy, Kids",The bears are accidentally shrunk.,Los osos se encogen accidentalmente.,Hulu
s1353,programa de televisión,TV Show,Dr. Pimple Popper,Dr. Espinilla Popper,Estados Unidos,United States,2018,TV-14,4 estaciones,4 Seasons,"Documentales, Realidad","Documentaries, Reality",Dr. Sandra Lee is a renowned dermatological surgeon who is tasked with removing life-altering growths from her patients' skin so they can try to reclaim their lives.,La Dra. Sandra Lee es una renombrada cirujana dermatológica cuya tarea es eliminar crecimientos que alteran la vida de la piel de sus pacientes para que puedan intentar recuperar sus vidas.,Hulu
s1354,Película,Movie,Guess Who,Adivina quien,#VALUE!,,2005,PG-13,105 minutos,105 min,"Historias negras, Comedia","Black Stories, Comedy","When his daughter brings home her new fiancé, her uptight father discovers she's neglected to tell him three things: He's broke. He's unemployed. And he's white.","Cuando su hija trae a casa a su nuevo prometido, su tenso padre descubre que ella no le ha dicho tres cosas: Está arruinado. Está desempleado. Y él es blanco.",Hulu
s1355,programa de televisión,TV Show,Halloween Baking Championship,Campeonato de repostería de Halloween,#VALUE!,,2015,TV-PG,4 estaciones,4 Seasons,"Cocina y comida, Estilo de vida y cultura, Realidad","Cooking & Food, Lifestyle & Culture, Reality","Comedian John Henson welcomes eight talented bakers into the Halloween Baking Kitchen to face downright spooky challenges and scarily accurate critiques from outrageously costumed judges Carla Hall, Lorraine Pascale and Zac Young. One baker will rise to claim the title of Halloween Baking Champion and a $25,000 prize.","El comediante John Henson da la bienvenida a ocho talentosos panaderos a Halloween Baking Kitchen para enfrentar desafíos francamente espeluznantes y críticas aterradoramente precisas de los jueces Carla Hall, Lorraine Pascale y Zac Young, vestidos escandalosamente disfrazados. Un panadero se alzará para reclamar el título de Campeón de repostería de Halloween y un premio de 25.000 dólares.",Hulu
s1356,Película,Movie,Halloween Wars,Guerras de Halloween,#VALUE!,,2011,TV-G,#VALUE!,,"Cocina y comida, Estilo de vida y cultura, Realidad","Cooking & Food, Lifestyle & Culture, Reality","Five teams of cake decorators, candy makers, and pumpkin carvers compete.","Compiten cinco equipos de decoradores de pasteles, fabricantes de dulces y talladores de calabazas.",Hulu
s1357,programa de televisión,TV Show,Higurashi When They Cry,Higurashi cuando lloran,#VALUE!,,2020,,1 temporada,1 Season,animado,Anime,"Moving to the quiet village of Hinamizawa, Keiichi easily finds friendship amongst his new classmates. Ready for the largest festival of the year, he’s unable to dismiss a looming sense of dread. What dark secrets lie buried in his new home?","Al mudarse al tranquilo pueblo de Hinamizawa, Keiichi encuentra fácilmente amistad entre sus nuevos compañeros de clase. Listo para el festival más grande del año, no puede ignorar una sensación de temor que se avecina. ¿Qué oscuros secretos yacen enterrados en su nuevo hogar?",Hulu
s1358,programa de televisión,TV Show,Homicide City: Charlotte,Ciudad de homicidio: Charlotte,#VALUE!,,2019,TV-14,1 temporada,1 Season,"Crimen, Documentales","Crime, Documentaries",HOMICIDE CITY: CHARLOTTE tells the stories of the city's most memorable murders. Veteran homicide detective Garry McFadden and his colleagues at the CMPD share the remarkable cases that remain with each of these investigators to this day.,HOMICIDE CITY: CHARLOTTE cuenta las historias de los asesinatos más memorables de la ciudad. El veterano detective de homicidios Garry McFadden y sus colegas del CMPD comparten los casos notables que siguen con cada uno de estos investigadores hasta el día de hoy.,Hulu
s1359,Película,Movie,Judy & Punch,Judy y puñetazo,#VALUE!,,2019,,106 minutos,106 min,Comedia,Comedy,"Puppeteers Judy and Punch are trying to resurrect their marionette show. The show is a hit due to Judy's superior puppeteering, but Punch's driving ambition and penchant for whisky lead to an inevitable tragedy that Judy must avenge.","Los titiriteros Judy y Punch están intentando resucitar su espectáculo de marionetas. El espectáculo es un éxito debido a la superioridad de Judy como titiritera, pero la gran ambición de Punch y su afición por el whisky conducen a una tragedia inevitable que Judy debe vengar.",Hulu
s1360,Película,Movie,Kindred Spirits (2019),Espíritus afines (2019),#VALUE!,,2019,TV-14,92 minutos,92 min,"Drama, Suspense","Drama, Thriller","Chloe has her life turned upside down when her younger sister, Sadie, comes home after a long unexplained absence. Though Sadie seems to want to settle in with Chloe and her 17-year-old daughter Nicole, she's actually a deeply disturbed young woman.","La vida de Chloe da un vuelco cuando su hermana menor, Sadie, regresa a casa después de una larga e inexplicable ausencia. Aunque Sadie parece querer instalarse con Chloe y su hija Nicole, de 17 años, en realidad es una joven profundamente perturbada.",Hulu
s1361,programa de televisión,TV Show,Moonshiners: Master Distiller,Moonshiners: Maestro Destilador,#VALUE!,,2020,TV-14,1 temporada,1 Season,Realidad,Reality,America's top legal and outlaw distillers go head-to-head in the ultimate booze-making competition to see who has what it takes to join the ranks of the greats and win the title of Master Distiller.,Los principales destiladores legales y ilegales de Estados Unidos se enfrentan en la competencia definitiva de elaboración de bebidas alcohólicas para ver quién tiene lo necesario para unirse a las filas de los grandes y ganar el título de Maestro Destilador.,Hulu
s1362,programa de televisión,TV Show,My Feet Are Killing Me,Mis pies me están matando,#VALUE!,,2019,TV-14,1 temporada,1 Season,"Documentales, Realidad","Documentaries, Reality",Patients of Dr. Brad Schaeffer and Dr. Ebonie Vincent undergo surgery to have their feet radically transformed and their lives changed forever.,Los pacientes del Dr. Brad Schaeffer y la Dra. Ebonie Vincent se someten a una cirugía para transformar radicalmente sus pies y cambiar sus vidas para siempre.,Hulu
s1363,Película,Movie,Next Level,Siguiente nivel,#VALUE!,,2019,TV-PG,1 minuto,1 min,"Drama, Familia","Drama, Family",A group of girls at a performing arts camp compete for the “Miss Next” title and learn that competition isn’t everything.,"Un grupo de niñas en un campamento de artes escénicas compite por el título de ""Miss Next"" y descubre que la competencia no lo es todo.",Hulu
s1364,Película,Movie,Sex Ed,educación sexual,Estados Unidos,United States,2014,TV-MA,92 minutos,92 min,"Comedia, Drama, Romance","Comedy, Drama, Romance","First time teacher Eddie Cole turns his class into Sex Ed., but his students seem to have more experience than he does.","El profesor novato Eddie Cole convierte su clase en educación sexual, pero sus alumnos parecen tener más experiencia que él.",Hulu
s1365,Película,Movie,Spider-Man 3,El hombre araña 3,Estados Unidos,United States,2007,PG-13,135 minutos,135 min,"Acción, Aventura, Familia","Action, Adventure, Family","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.","Una extraña entidad negra de otro mundo se une a Peter Parker y causa confusión interior mientras se enfrenta a nuevos villanos, tentaciones y venganza.",Hulu
s1366,Película,Movie,Stripped: Los Angeles,Despojado: Los Ángeles,#VALUE!,,2020,TV-MA,#VALUE!,,Documentales,Documentaries,"Stripped is an intimate glimpse into the lives of Los Angeles' top exotic dancers, highlighting the aspirational and empowering stories that challenge the way society stigmatizes the profession.","Stripped es una mirada íntima a las vidas de los mejores bailarines exóticos de Los Ángeles, destacando las historias aspiracionales y empoderadoras que desafían la forma en que la sociedad estigmatiza la profesión.",Hulu
s1367,programa de televisión,TV Show,Supermarket Stakeout,Vigilancia de supermercados,#VALUE!,,2019,TV-G,1 temporada,1 Season,"Cocina y comida, Estilo de vida y cultura, Realidad","Cooking & Food, Lifestyle & Culture, Reality","Alex Guarnaschelli hosts as chefs square off in a competitive pop-up kitchen outside a grocery store. To make their challenge dishes, the chefs must size up shoppers as they exit the store and negotiate for their grocery bags.","Alex Guarnaschelli presenta mientras los chefs se enfrentan en una cocina emergente competitiva afuera de una tienda de comestibles. Para preparar sus platos desafiantes, los chefs deben evaluar a los compradores cuando salen de la tienda y negociar las bolsas de la compra.",Hulu
s1368,Película,Movie,Swimming for Gold,Nadando por el oro,#VALUE!,,2020,,91 minutos,91 min,"Drama, Familia","Drama, Family",A US women’s swim team Olympic hopeful suffers an injury that forces her to put aside her dreams and help the Australian men’s swim team get competition ready.,Una aspirante olímpica del equipo femenino de natación de Estados Unidos sufre una lesión que la obliga a dejar de lado sus sueños y ayudar al equipo masculino australiano de natación a prepararse para la competencia.,Hulu
s1369,Película,Movie,The Express,el expreso,"Estados Unidos, Alemania","United States, Germany",2008,PG,130 minutos,130 min,Drama,Drama,"The inspiring story of Ernie 'The Elmira Express' Davis, the first African American to win the Heisman Trophy.","La inspiradora historia de Ernie 'The Elmira Express' Davis, el primer afroamericano en ganar el Trofeo Heisman.",Hulu
s1370,Película,Movie,The Sandman,el hombre de arena,#VALUE!,,2017,R,89 minutos,89 min,Horror,Horror,"A little girl with formidable powers imagines into existence The Sandman, a terrible monster from her nightmares that bring harm to anyone who wants to hurt her.","Una niña con poderes formidables imagina que existe The Sandman, un terrible monstruo de sus pesadillas que hace daño a cualquiera que quiera lastimarla.",Hulu
s1371,programa de televisión,TV Show,Twisted Love,Amor retorcido,#VALUE!,,2020,TV-14,1 temporada,1 Season,"Crimen, Documentales","Crime, Documentaries","""Twisted Love"" takes a look inside shocking crimes that were committed in the name of love.","""Twisted Love"" analiza los impactantes crímenes que se cometieron en nombre del amor.",Hulu
s1372,programa de televisión,TV Show,Soccer Made In Germany,Fútbol hecho en Alemania,#VALUE!,,2020,,1 temporada,1 Season,Deportes,Sports,"Responsible for popularizing soccer in the U.S. in the 70s and 80s, Soccer Made In Germany was the first ever soccer-dedicated show about the international game in America.","Responsable de popularizar el fútbol en los EE. UU. en los años 70 y 80, Soccer Made In Germany fue el primer programa dedicado al fútbol sobre el juego internacional en Estados Unidos.",Hulu
s1373,programa de televisión,TV Show,Weakest Link,Eslabón más débil,#VALUE!,,2020,TV-PG,1 temporada,1 Season,Programas de juegos,Game Shows,"Jane Lynch hosts as eight contestants work as a team to bank the maximum amount of prize money across multiple rounds by answering rapid-fire trivia questions, with each successive correct answer increasing the amount of potential winnings, and each incorrect answer breaking the chain and forcing the contestants to start over with the lowest amount of money. At the end of each round, players vote for the person whom they consider to be the weakest link, and the contestant with the most votes leaves the game as Jane delivers the famous catchphrase: ""You are the weakest link. Goodbye.""","Jane Lynch presenta a ocho concursantes que trabajan en equipo para acumular la cantidad máxima de premio en efectivo en múltiples rondas respondiendo preguntas rápidas de trivia, cada respuesta correcta sucesiva aumenta la cantidad de ganancias potenciales y cada respuesta incorrecta rompe la cadena y obliga a los concursantes a comenzar de nuevo con la cantidad más baja de dinero. Al final de cada ronda, los jugadores votan por la persona que consideran el eslabón más débil, y el concursante con más votos abandona el juego mientras Jane pronuncia el famoso eslogan: ""Tú eres el eslabón más débil. Adiós"".",Hulu
s1374,Película,Movie,Inherit the Viper,Heredar la víbora,#VALUE!,,2019,R,84 minutos,84 min,"Crimen, Drama, Suspense","Crime, Drama, Thriller","For siblings Kip and Josie, dealing opioids isn't just their family business – it's their only means of survival. When a deal goes fatally wrong, Kip decides he wants out for good. But his attempt to escape his family's legacy soon ignites a powder keg of violence and betrayal, endangering Kip, Josie and their younger brother.","Para los hermanos Kip y Josie, el tráfico de opioides no es sólo un negocio familiar: es su único medio de supervivencia. Cuando un trato sale fatalmente mal, Kip decide que quiere salir definitivamente. Pero su intento de escapar del legado de su familia pronto enciende un polvorín de violencia y traición, poniendo en peligro a Kip, Josie y su hermano menor.",Hulu
s1375,Película,Movie,Trauma Center,Centro de Trauma,#VALUE!,,2019,R,87 minutos,87 min,"Acción, Suspense","Action, Thriller","Alone and trapped in a locked-down hospital isolation ward overnight, an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder: the bullet in her leg.","Sola y atrapada en la sala de aislamiento de un hospital durante la noche, una joven herida debe escapar de un par de asesinos despiadados que buscan la única prueba que puede implicarlos en un asesinato espantoso: la bala en su pierna.",Hulu
s1376,Película,Movie,UFC Ultimate Knockouts,Nocauts definitivos de UFC,#VALUE!,,2014,TV-14,#VALUE!,,Deportes,Sports,"UFC Ultimate Knockouts brings you some of the most devastating finishes ever seen inside the Octagon. From one-punch knockouts to highlight reel kicks, you’ll see the UFCs’s biggest names in their most memorable performances.","UFC Ultimate Knockouts te ofrece algunos de los finales más devastadores jamás vistos dentro del octágono. Desde nocauts con un solo golpe hasta patadas destacadas, verás a los nombres más importantes de UFC en sus actuaciones más memorables.",Hulu
s1377,programa de televisión,TV Show,Fargo,Fargo,Estados Unidos,United States,2014,TV-MA,4 estaciones,4 Seasons,"Crimen, Drama","Crime, Drama","An original adaptation of the Academy Award®-winning feature film, Fargo features an all-new ""true crime"" story and follows a new case and new characters, all entrenched in the trademark humor, murder and ""Minnesota nice"" that made the film an enduring classic. Oscar® winner Billy Bob Thornton stars as ""Lorne Malvo,"" a rootless, manipulative man who meets and forever changes the life of small town insurance salesman ""Lester Nygaard,"" played by BAFTA Award® winner and Emmy®-nominated Martin Freeman. Colin Hanks plays Duluth Police Deputy ""Gus Grimly,"" a single dad who must choose between his own personal safety and his duty as a policeman when he comes face-to-face with a killer. Allison Tolman also stars as ""Molly Solverson,"" an ambitious Bemidji deputy. An FX Networks Original Series.","Fargo, una adaptación original del largometraje ganador del Premio de la Academia®, presenta una nueva historia de ""crímenes reales"" y sigue un nuevo caso y nuevos personajes, todos arraigados en el humor, el asesinato y la ""agradable Minnesota"" característicos que hicieron de la película un clásico perdurable. El ganador del Oscar® Billy Bob Thornton interpreta a ""Lorne Malvo"", un hombre manipulador y desarraigado que conoce y cambia para siempre la vida del vendedor de seguros de un pequeño pueblo ""Lester Nygaard"", interpretado por el ganador del premio BAFTA® y nominado al Emmy® Martin Freeman. Colin Hanks interpreta al ayudante de policía de Duluth ""Gus Grimly"", un padre soltero que debe elegir entre su seguridad personal y su deber como policía cuando se encuentra cara a cara con un asesino. Allison Tolman también interpreta a ""Molly Solverson"", una ambiciosa diputada de Bemidji. Una serie original de FX Networks.",Hulu
s1378,programa de televisión,TV Show,A Wilderness of Error,Un desierto de error,#VALUE!,,2020,TV-MA,1 temporada,1 Season,Documentales,Documentaries,"A Wilderness of Error is a five-part documentary series based on the book of the same name by filmmaker and author Errol Morris, who also appears in the series. When Green Beret Army surgeon Jeffrey MacDonald is sent to prison after being convicted of killing his pregnant wife and two young daughters, a storm of swirling narratives challenges the very ability to find the truth all the while overshadowing a chilling possibility: MacDonald may be an innocent man. Marc Smerling re-investigates the complicated case that has spanned decades in an attempt to find the truth.","A Wilderness of Error es una serie documental de cinco partes basada en el libro del mismo nombre del cineasta y autor Errol Morris, quien también aparece en la serie. Cuando el cirujano del ejército de los Boinas Verdes, Jeffrey MacDonald, es enviado a prisión después de ser declarado culpable de matar a su esposa embarazada y a sus dos hijas pequeñas, una tormenta de narrativas arremolinadas desafía la capacidad misma de encontrar la verdad mientras eclipsa una posibilidad escalofriante: MacDonald puede ser un hombre inocente. Marc Smerling vuelve a investigar el complicado caso que se ha prolongado durante décadas en un intento de encontrar la verdad.",Hulu
s1379,Película,Movie,Judy,judy,#VALUE!,,2019,PG-13,118 minutos,118 min,"Drama, Historia, Música","Drama, History, Music","Thirty years after starring in ""The Wizard of Oz,"" beloved actress and singer Judy Garland arrives in London to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans, her soon-to-be fifth husband.","Treinta años después de protagonizar ""El mago de Oz"", la querida actriz y cantante Judy Garland llega a Londres para realizar espectáculos con entradas agotadas en el club nocturno Talk of the Town. Mientras está allí, recuerda con amigos y fans y comienza un romance vertiginoso con el músico Mickey Deans, su futuro quinto marido.",Hulu
s1380,programa de televisión,TV Show,S.W.A.T.,APLASTAR.,Estados Unidos,United States,2017,TV-14,3 estaciones,3 Seasons,"Acción, Aventura, Crimen","Action, Adventure, Crime","S.W.A.T. stars Shemar Moore as a locally born and raised S.W.A.T. sergeant newly tasked to run a specialized tactical unit that is the last stop in law enforcement in Los Angeles. Torn between loyalty to where he was raised and allegiance to his brothers in blue, former Marine Daniel ""Hondo"" Harrelson has everything it takes to be an excellent leader and bridge the divide between his two worlds.","APLASTAR. Está protagonizada por Shemar Moore como un SWAT nacido y criado localmente. sargento recientemente asignado para dirigir una unidad táctica especializada que es la última parada de las fuerzas del orden en Los Ángeles. Dividido entre la lealtad al lugar donde creció y la lealtad a sus hermanos de azul, el ex marine Daniel ""Hondo"" Harrelson tiene todo lo necesario para ser un excelente líder y salvar la brecha entre sus dos mundos.",Hulu
s1381,programa de televisión,TV Show,S.W.A.T. en Español,APLASTAR. en español,#VALUE!,,2017,TV-14,3 estaciones,3 Seasons,"Acción, Aventura, Latino","Action, Adventure, Latino","Dividido entre la lealtad al lugar dónde creció y la fidelidad a sus hermanos de uniforme, el antiguo marine Daniel ""Hondo"" Harrelson tiene todo lo necesario para ser un excelente líder y unir la división entre sus dos mundos.","Dividido entre la lealtad al lugar dónde creció y la fidelidad a sus hermanos de uniforme, el antiguo marino Daniel ""Hondo"" Harrelson tiene todo lo necesario para ser un excelente líder y unir la división entre sus dos mundos.",Hulu
